HGNC ID	Approved symbol	Ensembl gene ID	Ensembl ID(supplied by Ensembl)	NCBI Gene ID(supplied by NCBI)
HGNC:38230	MIR320E	ENSG00000211513	ENSG00000211513	100422913
HGNC:31766	MIR323A	ENSG00000199069	ENSG00000199069	442897
HGNC:38349	MIR323B	ENSG00000208004	ENSG00000208004	574410
HGNC:31767	MIR324	ENSG00000199053	ENSG00000199053	442898
HGNC:31768	MIR325	ENSG00000207995	ENSG00000207995	442899
HGNC:50346	MIR325HG			101928469
HGNC:31769	MIR326	ENSG00000199090	ENSG00000199090	442900
HGNC:31770	MIR328	ENSG00000207948	ENSG00000207948	442901
HGNC:32050	MIR329-1	ENSG00000207761	ENSG00000207761	574408
HGNC:32051	MIR329-2	ENSG00000207762	ENSG00000207762	574409
HGNC:31771	MIR330	ENSG00000284544	ENSG00000284544	442902
HGNC:31772	MIR331	ENSG00000199172	ENSG00000199172	442903
HGNC:31773	MIR335	ENSG00000199043	ENSG00000199043	442904
HGNC:31774	MIR337	ENSG00000199151	ENSG00000199151	442905
HGNC:31775	MIR338		ENSG00000283604	442906
HGNC:31776	MIR339	ENSG00000199023	ENSG00000199023	442907
HGNC:31777	MIR340	ENSG00000198995	ENSG00000198995	442908
HGNC:31778	MIR342	ENSG00000199082	ENSG00000199082	442909
HGNC:31779	MIR345	ENSG00000198984	ENSG00000198984	442910
HGNC:31780	MIR346	ENSG00000199104	ENSG00000199104	442911
HGNC:31867	MIR361	ENSG00000199051	ENSG00000199051	494323
HGNC:32022	MIR362	ENSG00000208015	ENSG00000208015	574030
HGNC:32023	MIR363	ENSG00000284499	ENSG00000284499	574031
HGNC:33692	MIR365A	ENSG00000199130	ENSG00000199130	100126355
HGNC:33693	MIR365B		ENSG00000283978	100126356
HGNC:31781	MIR367	ENSG00000199169	ENSG00000199169	442912
HGNC:31783	MIR369	ENSG00000199025	ENSG00000199025	442914
HGNC:31784	MIR370	ENSG00000199005	ENSG00000199005	442915
HGNC:31785	MIR371A	ENSG00000199031	ENSG00000199031	442916
HGNC:41863	MIR371B		ENSG00000284568	100616185
HGNC:31786	MIR372	ENSG00000199095	ENSG00000199095	442917
HGNC:31787	MIR373	ENSG00000199143	ENSG00000199143	442918
HGNC:31788	MIR374A	ENSG00000199168	ENSG00000199168	442919
HGNC:33665	MIR374B	ENSG00000212027	ENSG00000212027	100126317
HGNC:38907	MIR374C		ENSG00000283534	100500807
HGNC:31868	MIR375	ENSG00000198973	ENSG00000198973	494324
HGNC:31869	MIR376A1	ENSG00000283588	ENSG00000283588	494325
HGNC:32532	MIR376A2	ENSG00000283561	ENSG00000283561	664615
HGNC:32066	MIR376B	ENSG00000283556	ENSG00000283556	574435
HGNC:31782	MIR376C	ENSG00000283279	ENSG00000283279	442913
HGNC:31870	MIR377	ENSG00000199015	ENSG00000199015	494326
HGNC:31871	MIR378A	ENSG00000199047	ENSG00000199047	494327
HGNC:38283	MIR378B		ENSG00000264534	100422933
HGNC:38374	MIR378C		ENSG00000264803	100422867
HGNC:41550	MIR378D1		ENSG00000263631	100616201
HGNC:41797	MIR378D2		ENSG00000284288	100616169
HGNC:54166	MIR378D2HG	ENSG00000264448	ENSG00000264448	114515521
HGNC:41671	MIR378E		ENSG00000263831	100616498
HGNC:41686	MIR378F	ENSG00000264926	ENSG00000264926	100616492
HGNC:41785	MIR378G	ENSG00000263526	ENSG00000263526	100616321
HGNC:41744	MIR378H	ENSG00000263361	ENSG00000263361	100616306
HGNC:41620	MIR378I		ENSG00000283829	100616259
HGNC:49979	MIR378J		ENSG00000274620	102465136
HGNC:31872	MIR379	ENSG00000199088	ENSG00000199088	494328
HGNC:31873	MIR380		ENSG00000198982	494329
HGNC:31874	MIR381	ENSG00000199020	ENSG00000199020	494330
HGNC:20136	MIR381HG	ENSG00000258861	ENSG00000258861	378881
HGNC:31875	MIR382		ENSG00000283170	494331
HGNC:31876	MIR383	ENSG00000199127	ENSG00000199127	494332
HGNC:31878	MIR384		ENSG00000283242	494333
HGNC:32055	MIR409	ENSG00000199107	ENSG00000199107	574413
HGNC:32065	MIR410	ENSG00000199092	ENSG00000199092	574434
HGNC:32792	MIR411	ENSG00000199109	ENSG00000199109	693121
HGNC:32064	MIR412	ENSG00000199012	ENSG00000199012	574433
HGNC:32793	MIR421	ENSG00000202566	ENSG00000202566	693122
HGNC:31879	MIR422A	ENSG00000199156	ENSG00000199156	494334
HGNC:31880	MIR423	ENSG00000283935	ENSG00000283935	494335
HGNC:31881	MIR424	ENSG00000284231	ENSG00000284231	494336
HGNC:31882	MIR425	ENSG00000199032	ENSG00000199032	494337
HGNC:13784	MIR429	ENSG00000198976	ENSG00000198976	554210
HGNC:32027	MIR431	ENSG00000208001	ENSG00000208001	574038
HGNC:32083	MIR432	ENSG00000272458	ENSG00000272458	574451
HGNC:32026	MIR433	ENSG00000207569	ENSG00000207569	574034
HGNC:26069	MIR448	ENSG00000199001	ENSG00000199001	554212
HGNC:27645	MIR449A	ENSG00000198983	ENSG00000198983	554213
HGNC:32794	MIR449B	ENSG00000207728	ENSG00000207728	693123
HGNC:37302	MIR449C	ENSG00000251856	ENSG00000251856	100313923
HGNC:28008	MIR450A1	ENSG00000199132	ENSG00000199132	554214
HGNC:32137	MIR450A2	ENSG00000207755	ENSG00000207755	574505
HGNC:33642	MIR450B	ENSG00000216001	ENSG00000216001	100126302
HGNC:32053	MIR451A	ENSG00000284565	ENSG00000284565	574411
HGNC:41655	MIR451B	ENSG00000283364	ENSG00000283364	100616273
HGNC:32054	MIR452	ENSG00000283751	ENSG00000283751	574412
HGNC:32052	MIR453			
HGNC:33137	MIR454	ENSG00000211514	ENSG00000211514	768216
HGNC:32344	MIR455	ENSG00000207726	ENSG00000207726	619556
HGNC:38359	MIR466	ENSG00000265376	ENSG00000265376	100423038
HGNC:32340	MIR483	ENSG00000207805	ENSG00000207805	619552
HGNC:32341	MIR484	ENSG00000283736	ENSG00000283736	619553
HGNC:32067	MIR485	ENSG00000208027	ENSG00000208027	574436
HGNC:32342	MIR486-1		ENSG00000274705	619554
HGNC:50213	MIR486-2		ENSG00000283450	102465696
HGNC:32343	MIR487A	ENSG00000207742	ENSG00000207742	619555
HGNC:32533	MIR487B	ENSG00000207754	ENSG00000207754	664616
HGNC:32073	MIR488	ENSG00000202609	ENSG00000202609	574441
HGNC:32074	MIR489	ENSG00000207656	ENSG00000207656	574442
HGNC:32075	MIR490	ENSG00000207597	ENSG00000207597	574443
HGNC:32076	MIR491	ENSG00000207609	ENSG00000207609	574444
HGNC:32081	MIR492	ENSG00000283998	ENSG00000283998	574449
HGNC:32082	MIR493	ENSG00000207989	ENSG00000207989	574450
HGNC:32084	MIR494	ENSG00000194717	ENSG00000194717	574452
HGNC:32085	MIR495	ENSG00000207743	ENSG00000207743	574453
HGNC:32086	MIR496	ENSG00000207961	ENSG00000207961	574454
HGNC:32088	MIR497	ENSG00000284027	ENSG00000284027	574456
HGNC:39523	MIR497HG	ENSG00000267532	ENSG00000267532	100506755
HGNC:32092	MIR498	ENSG00000207869	ENSG00000207869	574460
HGNC:32133	MIR499A	ENSG00000207635	ENSG00000207635	574501
HGNC:41640	MIR499B		ENSG00000283441	100616134
HGNC:32134	MIR500A	ENSG00000207785	ENSG00000207785	574502
HGNC:38223	MIR500B	ENSG00000239057	ENSG00000239057	100422911
HGNC:32135	MIR501	ENSG00000211538	ENSG00000211538	574503
HGNC:32136	MIR502	ENSG00000272080	ENSG00000272080	574504
HGNC:32138	MIR503	ENSG00000208005	ENSG00000208005	574506
HGNC:28258	MIR503HG	ENSG00000223749	ENSG00000223749	84848
HGNC:32139	MIR504	ENSG00000207800	ENSG00000207800	574507
HGNC:32140	MIR505	ENSG00000207633	ENSG00000207633	574508
HGNC:32143	MIR506	ENSG00000207731	ENSG00000207731	574511
HGNC:32144	MIR507	ENSG00000207969	ENSG00000207969	574512
HGNC:32145	MIR508	ENSG00000207589	ENSG00000207589	574513
HGNC:32146	MIR509-1	ENSG00000208000	ENSG00000208000	574514
HGNC:33641	MIR509-2	ENSG00000212013	ENSG00000212013	100126301
HGNC:33675	MIR509-3	ENSG00000212014	ENSG00000212014	100126337
HGNC:32147	MIR510	ENSG00000207641	ENSG00000207641	574515
HGNC:32077	MIR511	ENSG00000207938	ENSG00000207938	574445
HGNC:32078	MIR511-2			
HGNC:32090	MIR512-1	ENSG00000207645	ENSG00000207645	574458
HGNC:32091	MIR512-2	ENSG00000207644	ENSG00000207644	574459
HGNC:32141	MIR513A1	ENSG00000207873	ENSG00000207873	574509
HGNC:32142	MIR513A2	ENSG00000207984	ENSG00000207984	574510
HGNC:33935	MIR513B	ENSG00000207871	ENSG00000207871	100313822
HGNC:33934	MIR513C	ENSG00000216171	ENSG00000216171	100302114
HGNC:32148	MIR514A1	ENSG00000207868	ENSG00000207868	574516
HGNC:32149	MIR514A2	ENSG00000207866	ENSG00000207866	574517
HGNC:32150	MIR514A3	ENSG00000207867	ENSG00000207867	574518
HGNC:38292	MIR514B	ENSG00000252583	ENSG00000252583	100422847
HGNC:32094	MIR515-1	ENSG00000207616	ENSG00000207616	574462
HGNC:32097	MIR515-2	ENSG00000207615	ENSG00000207615	574465
HGNC:32130	MIR516A1	ENSG00000207767	ENSG00000207767	574498
HGNC:32131	MIR516A2	ENSG00000207620	ENSG00000207620	574499
HGNC:32122	MIR516B1	ENSG00000207946	ENSG00000207946	574490
HGNC:32117	MIR516B2	ENSG00000207925	ENSG00000207925	574485
HGNC:32111	MIR517A	ENSG00000207734	ENSG00000207734	574479
HGNC:32115	MIR517B	ENSG00000207837	ENSG00000207837	574483
HGNC:32124	MIR517C	ENSG00000207838	ENSG00000207838	574492
HGNC:32120	MIR518A1	ENSG00000207803	ENSG00000207803	574488
HGNC:32123	MIR518A2	ENSG00000207699	ENSG00000207699	574491
HGNC:32106	MIR518B	ENSG00000207862	ENSG00000207862	574474
HGNC:32109	MIR518C	ENSG00000283490	ENSG00000283490	574477
HGNC:32121	MIR518D	ENSG00000283330	ENSG00000283330	574489
HGNC:32119	MIR518E	ENSG00000207987	ENSG00000207987	574487
HGNC:32104	MIR518F	ENSG00000207706	ENSG00000207706	574472
HGNC:32128	MIR519A1	ENSG00000207992	ENSG00000207992	574496
HGNC:32132	MIR519A2		ENSG00000284362	574500
HGNC:32101	MIR519B	ENSG00000207825	ENSG00000207825	574469
HGNC:32098	MIR519C	ENSG00000207788	ENSG00000207788	574466
HGNC:32112	MIR519D	ENSG00000207981	ENSG00000207981	574480
HGNC:32095	MIR519E	ENSG00000207810	ENSG00000207810	574463
HGNC:32099	MIR520A	ENSG00000207594	ENSG00000207594	574467
HGNC:32105	MIR520B	ENSG00000207722	ENSG00000207722	574473
HGNC:32108	MIR520C	ENSG00000207738	ENSG00000207738	574476
HGNC:32114	MIR520D	ENSG00000207735	ENSG00000207735	574482
HGNC:32093	MIR520E	ENSG00000207599	ENSG00000207599	574461
HGNC:32096	MIR520F	ENSG00000283540	ENSG00000283540	574464
HGNC:32116	MIR520G	ENSG00000207799	ENSG00000207799	574484
HGNC:32125	MIR520H	ENSG00000207861	ENSG00000207861	574493
HGNC:32126	MIR521-1	ENSG00000207634	ENSG00000207634	574494
HGNC:32113	MIR521-2	ENSG00000207549	ENSG00000207549	574481
HGNC:32127	MIR522		ENSG00000283685	574495
HGNC:32103	MIR523	ENSG00000283455	ENSG00000283455	574471
HGNC:32110	MIR524	ENSG00000283289	ENSG00000283289	574478
HGNC:32102	MIR525	ENSG00000207711	ENSG00000207711	574470
HGNC:32107	MIR526A1	ENSG00000207629	ENSG00000207629	574475
HGNC:32118	MIR526A2	ENSG00000211532	ENSG00000211532	574486
HGNC:32100	MIR526B	ENSG00000207580	ENSG00000207580	574468
HGNC:32129	MIR527	ENSG00000207979	ENSG00000207979	574497
HGNC:32795	MIR532	ENSG00000207758	ENSG00000207758	693124
HGNC:32529	MIR539	ENSG00000202560	ENSG00000202560	664612
HGNC:33650	MIR541	ENSG00000216179	ENSG00000216179	100126308
HGNC:32534	MIR542	ENSG00000207784	ENSG00000207784	664617
HGNC:33664	MIR543	ENSG00000212040	ENSG00000212040	100126335
HGNC:32530	MIR544A	ENSG00000207587	ENSG00000207587	664613
HGNC:38361	MIR544B	ENSG00000265981	ENSG00000265981	100422864
HGNC:32531	MIR545	ENSG00000207820	ENSG00000207820	664614
HGNC:32796	MIR548A1	ENSG00000207775	ENSG00000207775	693125
HGNC:53539	MIR548A1HG	ENSG00000283408	ENSG00000283408	105374956
HGNC:32797	MIR548A2	ENSG00000207689	ENSG00000207689	693126
HGNC:32798	MIR548A3	ENSG00000208032	ENSG00000208032	693127
HGNC:38944	MIR548AA1	ENSG00000207704	ENSG00000207704	100500863
HGNC:38921	MIR548AA2	ENSG00000207688	ENSG00000207688	100500895
HGNC:41825	MIR548AB		ENSG00000265328	100616336
HGNC:41626	MIR548AC		ENSG00000264419	100616384
HGNC:41683	MIR548AD		ENSG00000265301	100616475
HGNC:41742	MIR548AE1		ENSG00000266808	100616305
HGNC:41831	MIR548AE2		ENSG00000265699	100616339
HGNC:41625	MIR548AG1		ENSG00000265829	100616450
HGNC:41745	MIR548AG2		ENSG00000265617	100616440
HGNC:41605	MIR548AH		ENSG00000283682	100616254
HGNC:41854	MIR548AI		ENSG00000265226	100616347
HGNC:41884	MIR548AJ1		ENSG00000265669	100616191
HGNC:41600	MIR548AJ2		ENSG00000221466	100616252
HGNC:41893	MIR548AK		ENSG00000265653	100616488
HGNC:41736	MIR548AL		ENSG00000264402	100616215
HGNC:41637	MIR548AM		ENSG00000265144	100616428
HGNC:41681	MIR548AN		ENSG00000263515	100616144
HGNC:43539	MIR548AO		ENSG00000263372	100847068
HGNC:43465	MIR548AP		ENSG00000264406	100847084
HGNC:43488	MIR548AQ		ENSG00000265470	100847078
HGNC:43455	MIR548AR		ENSG00000264539	100847035
HGNC:43550	MIR548AS		ENSG00000263741	100847092
HGNC:43517	MIR548AT		ENSG00000264314	100847030
HGNC:43483	MIR548AU		ENSG00000283146	100847045
HGNC:43537	MIR548AV	ENSG00000263750	ENSG00000263750	100847083
HGNC:43454	MIR548AW		ENSG00000263816	100846992
HGNC:43528	MIR548AX		ENSG00000263652	100847063
HGNC:49943	MIR548AY	ENSG00000276147	ENSG00000276147	102465247
HGNC:49981	MIR548AZ		ENSG00000276479	102466162
HGNC:32799	MIR548B	ENSG00000207982	ENSG00000207982	693128
HGNC:50260	MIR548BA		ENSG00000212036	102465854
HGNC:50834	MIR548BB		ENSG00000281426	103504735
HGNC:54164	MIR548BC			113839521
HGNC:32800	MIR548C	ENSG00000207546	ENSG00000207546	693129
HGNC:32801	MIR548D1	ENSG00000283172	ENSG00000283172	693130
HGNC:32802	MIR548D2	ENSG00000263690	ENSG00000263690	693131
HGNC:35275	MIR548E	ENSG00000221214	ENSG00000221214	100313921
HGNC:35305	MIR548F1	ENSG00000221594	ENSG00000221594	100302192
HGNC:35306	MIR548F2	ENSG00000221782	ENSG00000221782	100313771
HGNC:35307	MIR548F3	ENSG00000221436	ENSG00000221436	100302159
HGNC:35308	MIR548F4	ENSG00000221442	ENSG00000221442	100313895
HGNC:35309	MIR548F5	ENSG00000221348	ENSG00000221348	100302239
HGNC:35326	MIR548G	ENSG00000221369	ENSG00000221369	100313938
HGNC:35342	MIR548H1	ENSG00000221537	ENSG00000221537	100313830
HGNC:35343	MIR548H2	ENSG00000221801	ENSG00000221801	100313773
HGNC:35344	MIR548H3	ENSG00000221698	ENSG00000221698	100302287
HGNC:35345	MIR548H4	ENSG00000221616	ENSG00000221616	100313884
HGNC:41768	MIR548H5		ENSG00000266807	100616455
HGNC:35352	MIR548I1	ENSG00000221737	ENSG00000221737	100302204
HGNC:35353	MIR548I2	ENSG00000221275	ENSG00000221275	100302277
HGNC:35354	MIR548I3	ENSG00000221305	ENSG00000221305	100302186
HGNC:35355	MIR548I4	ENSG00000221494	ENSG00000221494	100302191
HGNC:35276	MIR548J	ENSG00000221760	ENSG00000221760	100313914
HGNC:35285	MIR548K	ENSG00000221333	ENSG00000221333	100313770
HGNC:35292	MIR548L	ENSG00000221230	ENSG00000221230	100302275
HGNC:35331	MIR548M	ENSG00000221187	ENSG00000221187	100313772
HGNC:35330	MIR548N	ENSG00000221669	ENSG00000221669	100302152
HGNC:35333	MIR548O	ENSG00000221510	ENSG00000221510	100313829
HGNC:41882	MIR548O2		ENSG00000275453	100616190
HGNC:35351	MIR548P	ENSG00000221263	ENSG00000221263	100302288
HGNC:37312	MIR548Q	ENSG00000221331	ENSG00000221331	100313841
HGNC:38354	MIR548S		ENSG00000265056	100422862
HGNC:38298	MIR548T		ENSG00000221296	100422849
HGNC:38316	MIR548U		ENSG00000212017	100422884
HGNC:38302	MIR548V	ENSG00000265520	ENSG00000265520	100422850
HGNC:38255	MIR548W		ENSG00000265005	100422923
HGNC:38248	MIR548X		ENSG00000265841	100422920
HGNC:41734	MIR548X2		ENSG00000263581	100616302
HGNC:52006	MIR548XHG	ENSG00000224141	ENSG00000224141	101927797
HGNC:38980	MIR548Y	ENSG00000263945	ENSG00000263945	100500919
HGNC:38929	MIR548Z		ENSG00000266016	100500856
HGNC:32803	MIR549A	ENSG00000208003	ENSG00000208003	693132
HGNC:32804	MIR550A1	ENSG00000207771	ENSG00000207771	693133
HGNC:32805	MIR550A2	ENSG00000207573	ENSG00000207573	693134
HGNC:41870	MIR550A3		ENSG00000212024	100616354
HGNC:38992	MIR550B1		ENSG00000283237	100500883
HGNC:38910	MIR550B2		ENSG00000283461	100500830
HGNC:32806	MIR551A	ENSG00000207776	ENSG00000207776	693135
HGNC:32807	MIR551B	ENSG00000207717	ENSG00000207717	693136
HGNC:32808	MIR552	ENSG00000207941	ENSG00000207941	693137
HGNC:32809	MIR553	ENSG00000207750	ENSG00000207750	693138
HGNC:32810	MIR554	ENSG00000207606	ENSG00000207606	693139
HGNC:32811	MIR555	ENSG00000283701	ENSG00000283701	693140
HGNC:32812	MIR556	ENSG00000207729	ENSG00000207729	693141
HGNC:32813	MIR557	ENSG00000207974	ENSG00000207974	693142
HGNC:32814	MIR558	ENSG00000207653	ENSG00000207653	693143
HGNC:32815	MIR559	ENSG00000207923	ENSG00000207923	693144
HGNC:32817	MIR561	ENSG00000207951	ENSG00000207951	693146
HGNC:32818	MIR562	ENSG00000207626	ENSG00000207626	693147
HGNC:32819	MIR563	ENSG00000207815	ENSG00000207815	693148
HGNC:32820	MIR564	ENSG00000284498	ENSG00000284498	693149
HGNC:32822	MIR566			
HGNC:32823	MIR567	ENSG00000207940	ENSG00000207940	693152
HGNC:32824	MIR568		ENSG00000284134	693153
HGNC:32825	MIR569	ENSG00000207963	ENSG00000207963	693154
HGNC:32826	MIR570	ENSG00000207650	ENSG00000207650	693155
HGNC:53743	MIR570HG			440993
HGNC:32827	MIR571	ENSG00000207642	ENSG00000207642	693156
HGNC:32828	MIR572	ENSG00000207716	ENSG00000207716	693157
HGNC:32829	MIR573	ENSG00000207697	ENSG00000207697	693158
HGNC:32830	MIR574	ENSG00000207944	ENSG00000207944	693159
HGNC:32831	MIR575	ENSG00000207746	ENSG00000207746	693160
HGNC:32832	MIR576	ENSG00000207988	ENSG00000207988	693161
HGNC:32833	MIR577	ENSG00000207931	ENSG00000207931	693162
HGNC:32834	MIR578	ENSG00000207559	ENSG00000207559	693163
HGNC:32835	MIR579	ENSG00000207956	ENSG00000207956	693164
HGNC:32836	MIR580	ENSG00000207756	ENSG00000207756	693165
HGNC:32837	MIR581	ENSG00000207627	ENSG00000207627	693166
HGNC:32838	MIR582	ENSG00000202601	ENSG00000202601	693167
HGNC:32839	MIR583	ENSG00000207578	ENSG00000207578	693168
HGNC:53061	MIR583HG	ENSG00000250551	ENSG00000250551	107984114
HGNC:32840	MIR584	ENSG00000207714	ENSG00000207714	693169
HGNC:32841	MIR585	ENSG00000207619	ENSG00000207619	693170
HGNC:32842	MIR586	ENSG00000207769	ENSG00000207769	693171
HGNC:32843	MIR587	ENSG00000207577	ENSG00000207577	693172
HGNC:32844	MIR588	ENSG00000207632	ENSG00000207632	693173
HGNC:32845	MIR589	ENSG00000207973	ENSG00000207973	693174
HGNC:32846	MIR590	ENSG00000207741	ENSG00000207741	693175
HGNC:32847	MIR591	ENSG00000208025	ENSG00000208025	693176
HGNC:32848	MIR592	ENSG00000207692	ENSG00000207692	693177
HGNC:32849	MIR593	ENSG00000207588	ENSG00000207588	693178
HGNC:32851	MIR595	ENSG00000207637	ENSG00000207637	693180
HGNC:32852	MIR596	ENSG00000207826	ENSG00000207826	693181
HGNC:32853	MIR597	ENSG00000207701	ENSG00000207701	693182
HGNC:32854	MIR598	ENSG00000207600	ENSG00000207600	693183
HGNC:32855	MIR599	ENSG00000207804	ENSG00000207804	693184
HGNC:32856	MIR600	ENSG00000283941	ENSG00000283941	693185
HGNC:23642	MIR600HG	ENSG00000236901	ENSG00000236901	81571
HGNC:32857	MIR601	ENSG00000207991	ENSG00000207991	693186
HGNC:32858	MIR602	ENSG00000207693	ENSG00000207693	693187
HGNC:32859	MIR603	ENSG00000207930	ENSG00000207930	693188
HGNC:32860	MIR604	ENSG00000207612	ENSG00000207612	693189
HGNC:32861	MIR605	ENSG00000207813	ENSG00000207813	693190
HGNC:32862	MIR606	ENSG00000207583	ENSG00000207583	693191
HGNC:32863	MIR607	ENSG00000207976	ENSG00000207976	693192
HGNC:32864	MIR608	ENSG00000207551	ENSG00000207551	693193
HGNC:32865	MIR609	ENSG00000208033	ENSG00000208033	693194
HGNC:32866	MIR610	ENSG00000207874	ENSG00000207874	693195
HGNC:32867	MIR611	ENSG00000284108	ENSG00000284108	693196
HGNC:32868	MIR612	ENSG00000283791	ENSG00000283791	693197
HGNC:32869	MIR613	ENSG00000207983	ENSG00000207983	693198
HGNC:32870	MIR614	ENSG00000283759	ENSG00000283759	693199
HGNC:32871	MIR615	ENSG00000207571	ENSG00000207571	693200
HGNC:32872	MIR616	ENSG00000208028	ENSG00000208028	693201
HGNC:32873	MIR617	ENSG00000207763	ENSG00000207763	693202
HGNC:32874	MIR618	ENSG00000208022	ENSG00000208022	693203
HGNC:32875	MIR619	ENSG00000207622	ENSG00000207622	693204
HGNC:32876	MIR620	ENSG00000207967	ENSG00000207967	693205
HGNC:32877	MIR621	ENSG00000207652	ENSG00000207652	693206
HGNC:32878	MIR622	ENSG00000283783	ENSG00000283783	693207
HGNC:32879	MIR623	ENSG00000207719	ENSG00000207719	693208
HGNC:32880	MIR624	ENSG00000207952	ENSG00000207952	693209
HGNC:32881	MIR625	ENSG00000207781	ENSG00000207781	693210
HGNC:32882	MIR626	ENSG00000207766	ENSG00000207766	693211
HGNC:32883	MIR627	ENSG00000207712	ENSG00000207712	693212
HGNC:32884	MIR628	ENSG00000283891	ENSG00000283891	693213
HGNC:32885	MIR629	ENSG00000207965	ENSG00000207965	693214
HGNC:32886	MIR630	ENSG00000283798	ENSG00000283798	693215
HGNC:32887	MIR631	ENSG00000284343	ENSG00000284343	693216
HGNC:32888	MIR632	ENSG00000283774	ENSG00000283774	693217
HGNC:32889	MIR633	ENSG00000207552	ENSG00000207552	693218
HGNC:32890	MIR634	ENSG00000207943	ENSG00000207943	693219
HGNC:32891	MIR635	ENSG00000207561	ENSG00000207561	693220
HGNC:32892	MIR636	ENSG00000283805	ENSG00000283805	693221
HGNC:32893	MIR637	ENSG00000283928	ENSG00000283928	693222
HGNC:32894	MIR638	ENSG00000207972	ENSG00000207972	693223
HGNC:32895	MIR639	ENSG00000283822	ENSG00000283822	693224
HGNC:32896	MIR640	ENSG00000207821	ENSG00000207821	693225
HGNC:32897	MIR641	ENSG00000207631	ENSG00000207631	693226
HGNC:32898	MIR642A	ENSG00000207773	ENSG00000207773	693227
HGNC:38902	MIR642B		ENSG00000283212	100500845
HGNC:32899	MIR643	ENSG00000208002	ENSG00000208002	693228
HGNC:32900	MIR644A	ENSG00000207997	ENSG00000207997	693229
HGNC:32901	MIR645	ENSG00000208018	ENSG00000208018	693230
HGNC:32902	MIR646	ENSG00000207802	ENSG00000207802	693231
HGNC:27659	MIR646HG	ENSG00000228340	ENSG00000228340	284757
HGNC:32903	MIR647	ENSG00000207554	ENSG00000207554	693232
HGNC:32904	MIR648	ENSG00000207780	ENSG00000207780	693233
HGNC:32905	MIR649	ENSG00000207575	ENSG00000207575	693234
HGNC:32906	MIR650	ENSG00000284049	ENSG00000284049	723778
HGNC:32907	MIR651	ENSG00000207628	ENSG00000207628	723779
HGNC:32908	MIR652	ENSG00000208013	ENSG00000208013	724022
HGNC:32909	MIR653	ENSG00000208014	ENSG00000208014	724023
HGNC:32910	MIR654	ENSG00000207934	ENSG00000207934	724024
HGNC:32911	MIR655	ENSG00000207646	ENSG00000207646	724025
HGNC:32912	MIR656	ENSG00000207959	ENSG00000207959	724026
HGNC:32913	MIR657	ENSG00000207736	ENSG00000207736	724027
HGNC:32914	MIR658	ENSG00000284197	ENSG00000284197	724028
HGNC:32915	MIR659	ENSG00000207696	ENSG00000207696	724029
HGNC:32916	MIR660	ENSG00000207970	ENSG00000207970	724030
HGNC:32917	MIR661	ENSG00000207574	ENSG00000207574	724031
HGNC:32918	MIR662	ENSG00000207579	ENSG00000207579	724032
HGNC:32919	MIR663A	ENSG00000284419	ENSG00000284419	724033
HGNC:27662	MIR663AHG	ENSG00000227195	ENSG00000227195	284801
HGNC:35270	MIR663B	ENSG00000221288	ENSG00000221288	100313824
HGNC:35370	MIR664A		ENSG00000281696	100302234
HGNC:43501	MIR664B		ENSG00000284450	100847052
HGNC:33662	MIR665	ENSG00000283159	ENSG00000283159	100126315
HGNC:33135	MIR668		ENSG00000276352	768214
HGNC:37304	MIR670	ENSG00000211568	ENSG00000211568	100313777
HGNC:49204	MIR670HG	ENSG00000235661	ENSG00000235661	100507261
HGNC:33134	MIR671	ENSG00000284191	ENSG00000284191	768213
HGNC:33351	MIR675	ENSG00000284010	ENSG00000284010	100033819
HGNC:38880	MIR676	ENSG00000211991	ENSG00000211991	100500887
HGNC:33654	MIR708	ENSG00000211997	ENSG00000211997	100126333
HGNC:37316	MIR711	ENSG00000284251	ENSG00000284251	100313843
HGNC:37317	MIR718	ENSG00000284286	ENSG00000284286	100313781
HGNC:35375	MIR720			
HGNC:33658	MIR744	ENSG00000266297	ENSG00000266297	100126313
HGNC:33133	MIR758	ENSG00000211582	ENSG00000211582	768212
HGNC:37307	MIR759	ENSG00000211579	ENSG00000211579	100313778
HGNC:33666	MIR760	ENSG00000211575	ENSG00000211575	100126348
HGNC:37305	MIR761	ENSG00000283899	ENSG00000283899	100313892
HGNC:37303	MIR762	ENSG00000211591	ENSG00000211591	100313837
HGNC:51386	MIR762HG	ENSG00000260083	ENSG00000260083	101928736
HGNC:37306	MIR764	ENSG00000212100	ENSG00000212100	100313838
HGNC:33141	MIR765	ENSG00000211581	ENSG00000211581	768220
HGNC:33139	MIR766	ENSG00000211578	ENSG00000211578	768218
HGNC:33136	MIR767	ENSG00000211583	ENSG00000211583	768215
HGNC:33138	MIR769	ENSG00000211580	ENSG00000211580	768217
HGNC:33143	MIR770	ENSG00000211574	ENSG00000211574	768222
HGNC:33140	MIR802	ENSG00000211590	ENSG00000211590	768219
HGNC:33663	MIR873	ENSG00000215939	ENSG00000215939	100126316
HGNC:33643	MIR874	ENSG00000216009	ENSG00000216009	100126343
HGNC:33652	MIR875	ENSG00000216069	ENSG00000216069	100126309
HGNC:33653	MIR876	ENSG00000215966	ENSG00000215966	100126310
HGNC:33660	MIR877	ENSG00000216101	ENSG00000216101	100126314
HGNC:33659	MIR885	ENSG00000216135	ENSG00000216135	100126334
HGNC:33638	MIR886			
HGNC:33661	MIR887	ENSG00000216077	ENSG00000216077	100126347
